text,true_label,prediction,correct
The rate applied to my foreign purchase was incorrect,card_payment_wrong_exchange_rate,passcode_forgotten,False
I bought something in a foreign currency but the rate applied is wrong!,card_payment_wrong_exchange_rate,exchange_rate,False
My exchange went wrong. I swapped Russian Ruble for UK pounds and was charged too much.,card_payment_wrong_exchange_rate,exchange_rate,False
You did not apply the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate,exchange_rate,False
The rate of exchange for my card payment is incorrect,card_payment_wrong_exchange_rate,exchange_rate,False
The rate for a currency exchange was wrong when I bought something.,card_payment_wrong_exchange_rate,exchange_rate,False
Why is the exchange rate wrong when I purchase something abroad?,card_payment_wrong_exchange_rate,exchange_rate,False
I bought an item and noticed the exchange rate was not correct.,card_payment_wrong_exchange_rate,exchange_rate,False
I bought something overseas and the wrong exchange rate is on my statement.,card_payment_wrong_exchange_rate,exchange_rate,False
The exchange rate for my transaction last Saturday seems to have been wrong I got charged extra.  Please fix.,card_payment_wrong_exchange_rate,exchange_rate,False
Why is your exchange rate for my card payment wrong,card_payment_wrong_exchange_rate,exchange_rate,False
Why am I being charged more ?,card_payment_wrong_exchange_rate,extra_charge_on_statement,False
I purchased an item and the exchange rate I was given was incorrect.,card_payment_wrong_exchange_rate,exchange_rate,False
I don't think my card payment exchange rate is correct.,card_payment_wrong_exchange_rate,exchange_rate,False
"When I made a purchase last Saturday, I was charged extra. Did I receive the right exchange rate?",card_payment_wrong_exchange_rate,exchange_rate,False
"Hi, I have been overcharged for my payment last Saturday. I guess exchange rate was wrong.",card_payment_wrong_exchange_rate,exchange_rate,False
The exchange rate seems off on this transaction,card_payment_wrong_exchange_rate,exchange_rate,False
"The exchange rate given to me wasn't correct, after i purchased an item",card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal,False
"Hi, I don't think your exchange rate is right. I need you to check the official interbank exchange please.",card_payment_wrong_exchange_rate,exchange_rate,False
I'm pretty sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!,card_payment_wrong_exchange_rate,exchange_rate,False
I wasn't applied the correct exchange rate for an item I bought,card_payment_wrong_exchange_rate,exchange_rate,False
the conversion value for my card payments is incorrect.,card_payment_wrong_exchange_rate,card_not_working,False
The wrong exchange rate was used when I bought something with a foriegn currency.,card_payment_wrong_exchange_rate,extra_charge_on_statement,False
I paid for something in foreign currency but noticed the exchange rate is incorrect.,card_payment_wrong_exchange_rate,exchange_rate,False
Why was the exchange rate incorrect for an item I recently bought?,card_payment_wrong_exchange_rate,extra_charge_on_statement,False
Why is my exchange rate wrong for an item I bought?,card_payment_wrong_exchange_rate,exchange_rate,False
How can I check the exchange rate applied to my transaction?,card_payment_wrong_exchange_rate,exchange_rate,False
Your exchange rate is totally wrong for my card payment,card_payment_wrong_exchange_rate,exchange_rate,False
The wrong rate was applied to an item I bought in a currency different from mine. Can this be changed?,card_payment_wrong_exchange_rate,change_pin,False
I go the wrong exchange rate applied to my purchase in a foreign country.,card_payment_wrong_exchange_rate,exchange_rate,False
I'm not okay with this fee on my statement.,extra_charge_on_statement,request_refund,False
Why is there an extra dollar charged to my account?,extra_charge_on_statement,fiat_currency_support,False
I would like a refund on the extra pound I was charged.,extra_charge_on_statement,request_refund,False
When will the $1 transaction be credited to me?,extra_charge_on_statement,pending_transfer,False
Where did this fee come from?,extra_charge_on_statement,transfer_fee_charged,False
There is an extra $1 charge,extra_charge_on_statement,transfer_fee_charged,False
Why is there an extra 1 pound charge on my card?,extra_charge_on_statement,card_payment_fee_charged,False
I got a extra €1 fee in my statement,extra_charge_on_statement,card_payment_fee_charged,False
Why was I overcharged a pound!?,extra_charge_on_statement,card_payment_wrong_exchange_rate,False
"I am a new customer, and I happened to look at my app and there is a charge I am not familiar with.  Could you tell me why the extra charge is there?",extra_charge_on_statement,card_payment_fee_charged,False
There is a transaction for $1 and I don't know why it was charged.,extra_charge_on_statement,receiving_money,False
"It's been two weeks, why has the transaction for $1.00 not been reversed?",extra_charge_on_statement,top_up_reverted,False
What is the €1 fee for?,extra_charge_on_statement,card_payment_fee_charged,False
My card was denied at an ATM earlier today but the transaction is pending. Please cancel it as I did not receive my money.,pending_cash_withdrawal,card_payment_wrong_exchange_rate,False
My transaction is still showing that is pending from my cash withdrawal.,pending_cash_withdrawal,pending_transfer,False
"Hey I tried to get some money out earlier but the machine didn't work. Now just saw the transaction still seems in progress! Can you please check what's going there, seems something is broken, I don't want to be charged for money that I haven't actually received!",pending_cash_withdrawal,unable_to_verify_identity,False
Why is it taking so long for my cash withdrawal to no longer show as pending?,pending_cash_withdrawal,terminate_account,False
"I tried taking money from the ATM but no money came out, but the transaction is still pending? How is this possible?",pending_cash_withdrawal,pending_transfer,False
"I got some cash of an ATM earlier but this shows up as pending in the app. How can this be still pending, I've got the cash already?",pending_cash_withdrawal,pending_card_payment,False
Are you sure when the withdrawal will show?,pending_cash_withdrawal,activate_my_card,False
"Hi! I was wondering if you can help me. I used the city centre ATM to get some cash, but the machine declined my card. My account shows that transaction is still pending. I didn't receive the money, so please cancel that transaction.",pending_cash_withdrawal,pending_card_payment,False
Why is a transaction showing as pending when I recieved cash from an ATM?,pending_cash_withdrawal,pending_transfer,False
My cash in the ATM is still pending,pending_cash_withdrawal,card_swallowed,False
my atm cash out is still pending,pending_cash_withdrawal,atm_support,False
how long til my cash out goes through?,pending_cash_withdrawal,pending_transfer,False
Why is my ATM cash withdrawal showing up as a pending transaction?,pending_cash_withdrawal,card_swallowed,False
"Hi,I tried to get some money out but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.",pending_cash_withdrawal,transaction_charged_twice,False
"Hey, my card was declined at an ATM in the city centre theatre. My account says the transaction is pending, though. I didn't get the money, though, so what does that mean?",pending_cash_withdrawal,declined_card_payment,False
I'm not quite understanding why my cash withdrawal is showing as pending.,pending_cash_withdrawal,card_swallowed,False
I made a cash withdrawal but the pending status is taking forever.,pending_cash_withdrawal,pending_transfer,False
Why am I unable to take money from my card but the statement says the transaction is still pending?,pending_cash_withdrawal,card_swallowed,False
I have a pending transaction in my app. How is it still pending if I pulled the cash out from the ATM earlier?,pending_cash_withdrawal,pending_transfer,False
Cash withdrawal still pending?,pending_cash_withdrawal,pending_transfer,False
"I received cash from the ATM earlier, but this shows up as pending in the app.  I've got the cash already.  How can this be still pending?",pending_cash_withdrawal,extra_charge_on_statement,False
"I tried to take money from my card, but it didn't work. Later I saw that the transaction is still in progress. What's goign on?",pending_cash_withdrawal,card_acceptance,False
Where's accounting for my cash withdrawal?,pending_cash_withdrawal,cash_withdrawal_charge,False
My account was charged for a withdraw I tried to make that was decline.,pending_cash_withdrawal,cash_withdrawal_charge,False
how long does it take to post atm with drawl,pending_cash_withdrawal,atm_support,False
Why is my cash withdrawal from the ATM still not yet showing as confirmed in my account?,pending_cash_withdrawal,cash_withdrawal_not_recognised,False
"What's a pending transaction? My card was declined at an ATM, but my account says it's still pending. Can I cancel the payment?",pending_cash_withdrawal,pending_card_payment,False
"If I request that my funds be held, what currencies do you use?",fiat_currency_support,supported_cards_and_currencies,False
"There is an incoming payment into my account, but it is deactivated. Will they still be processed?",fiat_currency_support,pending_card_payment,False
What currencies do you do exchanges for?,fiat_currency_support,exchange_rate,False
Where can I exchange my money for EUR?,fiat_currency_support,exchange_rate,False
Can I exchange to EUR?,fiat_currency_support,card_acceptance,False
Do you happen to do exchanges of EUR?,fiat_currency_support,exchange_rate,False
Do you accept exchanges to EUR?,fiat_currency_support,exchange_via_app,False
Am I able to exchange currencies?,fiat_currency_support,exchange_rate,False
What currencies are used in your exchange?,fiat_currency_support,exchange_rate,False
I want to make a currency exchange to EU.,fiat_currency_support,exchange_rate,False
Can I exchange currencies?,fiat_currency_support,exchange_via_app,False
How do I accept exchanges to EU?,fiat_currency_support,exchange_via_app,False
Do you support the exchange of EUR from my currency.,fiat_currency_support,exchange_rate,False
I need my card now!,card_delivery_estimate,card_acceptance,False
my card was not in the mail again can you advise?,card_delivery_estimate,activate_my_card,False
i need my card quick,card_delivery_estimate,pending_card_payment,False
How long will it take to get to me?,card_delivery_estimate,edit_personal_details,False
I'm just wondering when my card will get here.,card_delivery_estimate,card_arrival,False
Can you get me my card fast?,card_delivery_estimate,card_arrival,False
How long will it take to deliver something to US?,card_delivery_estimate,transfer_timing,False
I need my card quickly,card_delivery_estimate,card_arrival,False
Does delivery to the US take long?,card_delivery_estimate,transfer_timing,False
How long will it take to arrive?,card_delivery_estimate,transfer_timing,False
Can I have my card delivered on a specific day?,card_delivery_estimate,card_arrival,False
When should I expect my card?,card_delivery_estimate,get_physical_card,False
How long does it take to get my card? Can I choose when to receive it?,card_delivery_estimate,card_arrival,False
How long will it take for the card to arrive?,card_delivery_estimate,card_arrival,False
"Ordered awhile back, what is the ETA in the US?",card_delivery_estimate,country_support,False
How long should I expect for the card to arrive?,card_delivery_estimate,card_arrival,False
When will the card arrive?,card_delivery_estimate,card_arrival,False
Send my card as soon as you are able to.,card_delivery_estimate,card_arrival,False
When are cards delivered?,card_delivery_estimate,card_arrival,False
How long does shipping take to get to a US destination?,card_delivery_estimate,transfer_timing,False
Can I get my card expedited?,card_delivery_estimate,card_arrival,False
How long until my card is delivered?,card_delivery_estimate,card_arrival,False
I need my card to come as soon as possible.,card_delivery_estimate,card_arrival,False
When can I expect to receive my new card?,card_delivery_estimate,card_arrival,False
I am waiting for my card to arrive.,card_delivery_estimate,card_arrival,False
I need my card as soon as possible.,card_delivery_estimate,card_arrival,False
What's the U.S. Delivery time?,card_delivery_estimate,transfer_timing,False
When will my card arrive?,card_delivery_estimate,card_arrival,False
Can I make sure my card is delivered on a specific day?,card_delivery_estimate,card_arrival,False
Can I have it be delivered at a certain time?,card_delivery_estimate,transfer_timing,False
"When traveling, can I auto top-up my card at certain times?",automatic_top_up,top_up_by_card_charge,False
Is there a limit when using auto top-up?,automatic_top_up,top_up_limits,False
Will it automatically top-up or do I need to do that manually if there isn't much cash left?,automatic_top_up,transaction_charged_twice,False
Can it automatically top-up money if there isn't much left?,automatic_top_up,balance_not_updated_after_bank_transfer,False
Can I have it add money at certain time intervals when I travel?,automatic_top_up,receiving_money,False
"I'm going to be away for awhile, can I have it add money automatically in certain intervals?",automatic_top_up,receiving_money,False
where is theft-top option?,automatic_top_up,lost_or_stolen_phone,False
Are there limits on auto top-up?,automatic_top_up,top_up_limits,False
Do you have any limit on the auto top-up?,automatic_top_up,top_up_limits,False
Why are there limits on auto top-up?,automatic_top_up,top_up_limits,False
How do I make sure I don't run out of money on my card while traveling?,automatic_top_up,activate_my_card,False
What's the limit on automatic top-up?,automatic_top_up,top_up_limits,False
Can I space out how often money is transferred along my travels?,automatic_top_up,receiving_money,False
Will it automatically top-up money if there isn't a lot left?,automatic_top_up,cash_withdrawal_not_recognised,False
Can I have it add money automatically in certain intervals?,automatic_top_up,receiving_money,False
Can I set up an automatic top-up for travel.,automatic_top_up,top_up_failed,False
how do I top up my money automatically,automatic_top_up,topping_up_by_card,False
Can I be topped up once I hit a certain balance?,automatic_top_up,balance_not_updated_after_bank_transfer,False
Will it automatically top-up if there isn't much money left?,automatic_top_up,pending_transfer,False
Can you explain where I can find the auto-top option?,automatic_top_up,lost_or_stolen_phone,False
What is the highest limit for Auto Top?,automatic_top_up,top_up_limits,False
How do I know why my card isn't working?,card_not_working,card_acceptance,False
My card won't work.,card_not_working,card_payment_fee_charged,False
Can you please identify the problem with my bank card?,card_not_working,card_payment_not_recognised,False
How can I get my physical card to work?,card_not_working,card_acceptance,False
My card was declined today when eating and I need to know what's wrong.,card_not_working,declined_card_payment,False
Is my card broken?,card_not_working,activate_my_card,False
My card stopped working when I use it,card_not_working,card_acceptance,False
Need help with my card. It's not working.,card_not_working,card_acceptance,False
My card doesn't accept any transaction at all. What's wrong??,card_not_working,card_acceptance,False
How can i check if my card is working?,card_not_working,activate_my_card,False
Nothing goes through on my card.,card_not_working,card_acceptance,False
May I exchange currencies with this?,exchange_via_app,exchange_rate,False
Can I change from one currency to another?,exchange_via_app,fiat_currency_support,False
How do I change GBP to AUD?,exchange_via_app,fiat_currency_support,False
Will this app exchange currencies?,exchange_via_app,exchange_rate,False
How are currencies exchanged?,exchange_via_app,exchange_rate,False
Can I exchange currencies with this app?,exchange_via_app,exchange_rate,False
How do I interconvert between AUD and GBP?,exchange_via_app,fiat_currency_support,False
What all currencies can be exchanged?,exchange_via_app,exchange_rate,False
What is the best way to exchange currency between USD and GBP using your app?,exchange_via_app,exchange_rate,False
If I wanted to make a change from GBP to AUD what is the process?,exchange_via_app,fiat_currency_support,False
Can I get some money exchanged?,exchange_via_app,card_acceptance,False
Is it possible to change to another currency?,exchange_via_app,fiat_currency_support,False
How do I exchange my GBP to AUD?,exchange_via_app,exchange_rate,False
How would I use my money in a different country?,exchange_via_app,exchange_rate,False
"If I receive foreign currencies, am I able to exchange them on the app?",exchange_via_app,exchange_rate,False
Can I change to another currency?,exchange_via_app,fiat_currency_support,False
"I need AUD not GBP, how do I change it?",exchange_via_app,supported_cards_and_currencies,False
If I need GBP instead of AUD what do I do?,exchange_via_app,fiat_currency_support,False
"I might need AUD instead of GBP, how to change?",exchange_via_app,fiat_currency_support,False
How do I go through the process of currency exchange?,exchange_via_app,exchange_rate,False
Change currency,exchange_via_app,fiat_currency_support,False
Can am I able to exchange currencies?,exchange_via_app,card_acceptance,False
Where do I go to change GBP?,exchange_via_app,exchange_rate,False
What currencies will this app exchange?,exchange_via_app,exchange_rate,False
Can this app help me exchange currencies?,exchange_via_app,exchange_rate,False
I would like to exchange some currency.,exchange_via_app,card_acceptance,False
Can I exchange between GBP and USD on the app?,exchange_via_app,exchange_rate,False
Is there currency exchange on this app?,exchange_via_app,exchange_rate,False
Can I change my currency from USD to EUR?,exchange_via_app,fiat_currency_support,False
"I think I want AUD and not GBP, can you help?",exchange_via_app,edit_personal_details,False
Can I use this app to change dollars into euros?,exchange_via_app,fiat_currency_support,False
Can I exchange currencies with my account?,exchange_via_app,exchange_charge,False
I would like to exchange currencies,exchange_via_app,exchange_rate,False
"My entire gym bag, including my wallet, was stolen out of my locker today. Everything in my wallet is gone - how do I block the card to make it can't be used?",lost_or_stolen_card,passcode_forgotten,False
I can't find my card and think it may have been stolen.,lost_or_stolen_card,card_swallowed,False
"Someone stole my card. I need to report it stolen. I made a police report already, but how do I report it with you?",lost_or_stolen_card,compromised_card,False
"I cant find my card, it's gone.",lost_or_stolen_card,card_arrival,False
"I believe my card has been stolen, what can I do about this situation? It's urgent.",lost_or_stolen_card,card_swallowed,False
Help.  I have a stolen card!,lost_or_stolen_card,card_swallowed,False
"card is lost, please help",lost_or_stolen_card,declined_card_payment,False
Is a copy of the police report necessary for completing the report process?,lost_or_stolen_card,edit_personal_details,False
I lost my wallet today with all my credit cards. Will you please block the card and send a replacement?,lost_or_stolen_card,activate_my_card,False
Can you freeze my card it was stolen,lost_or_stolen_card,compromised_card,False
Help!  I can't find my card.,lost_or_stolen_card,card_not_working,False
I need help with a lost card,lost_or_stolen_card,compromised_card,False
I think my card was stolen.,lost_or_stolen_card,wrong_amount_of_cash_received,False
"Someone stole my wallet earlier today, not sure exactly when, probably on Piccadilly circus. Can you check if there were any attempts to use the card and obviously block it?",lost_or_stolen_card,compromised_card,False
I think I lost my card . I dont know how long it has been missing. Can you see if maybe someone else has been using it?,lost_or_stolen_card,lost_or_stolen_phone,False
How can I freeze a stolen card?,lost_or_stolen_card,card_swallowed,False
What should I do if my card is missing?,lost_or_stolen_card,card_not_working,False
My bags were stolen. I need a new card but need to cancel the stolen one.,lost_or_stolen_card,cancel_transfer,False
Somehow I am missing my card.  What should I do?,lost_or_stolen_card,card_not_working,False
My card was taken from me,lost_or_stolen_card,compromised_card,False
Some idiot stole my card.,lost_or_stolen_card,compromised_card,False
I'm in Spain and my stuff has been stolen. My card was with it and I need a new one shipped and the old one frozen.,lost_or_stolen_card,card_not_working,False
I believe my credit card was stolen.,lost_or_stolen_card,compromised_card,False
"Somebody has stolen my card, I need help please.",lost_or_stolen_card,verify_my_identity,False
I cannot find my credit card.,lost_or_stolen_card,card_payment_fee_charged,False
Are you able to locate my card?,lost_or_stolen_card,card_arrival,False
Can I open an account for a child?,age_limit,transfer_into_account,False
How old do we have to be?,age_limit,activate_my_card,False
How do I go about setting up an account for my daughter?,age_limit,transfer_into_account,False
Can my daughter open an account?,age_limit,transfer_into_account,False
What is the minimum age?,age_limit,edit_personal_details,False
I am only 17. Can I make an account?,age_limit,transfer_into_account,False
Could I open an account for my children?,age_limit,cash_withdrawal_not_recognised,False
How do I open up an account for my child?,age_limit,exchange_via_app,False
Can I open a bank account for my newborn baby?,age_limit,cash_withdrawal_not_recognised,False
Do you offer services for children to have money saving experience?,age_limit,receiving_money,False
Can my 19 year old daughter open a savings account at the bank?,age_limit,transfer_into_account,False
"I would like an account for my children, how do I go about doing this?",age_limit,transfer_into_account,False
Can my children have their own account?,age_limit,transfer_into_account,False
Is it possible to open an account for my children?,age_limit,cash_withdrawal_not_recognised,False
What are the age requirements for opening an account?,age_limit,edit_personal_details,False
will i be able to open an account for my daughter,age_limit,transfer_into_account,False
How young can someone be in order to open an account?,age_limit,direct_debit_payment_not_recognised,False
Where can I view my PIN?,pin_blocked,change_pin,False
Will you reinstate my PIN?,pin_blocked,change_pin,False
I accidentally blocked my PIN. How do I reset it?,pin_blocked,change_pin,False
"How do I reset my PIN, I can't seem to use my card?",pin_blocked,change_pin,False
What should I do if I've tried to enter my PIN too often?,pin_blocked,change_pin,False
What do I do if the bank machine won't accept my PIN attempts anymore?,pin_blocked,passcode_forgotten,False
"I attempted to use my card while I was intoxicated, and I failed to input my PIN, and the machine kept my card. How soon can I have it back?",pin_blocked,lost_or_stolen_card,False
Can I unblock my card using the app?,pin_blocked,passcode_forgotten,False
Help! I forgot my PIN and have been locked out of using my card.,pin_blocked,card_not_working,False
Can I reactivate my PIN?,pin_blocked,change_pin,False
How do I reset my PIN?,pin_blocked,change_pin,False
"My card's frozen, what can I do?",pin_blocked,card_swallowed,False
My PIN is not working and I need assistance.,pin_blocked,change_pin,False
Are contactless payments enabled on my new card?,contactless_not_working,activate_my_card,False
what is required documents for new card process ?,contactless_not_working,request_refund,False
How do I get the contactless feature to work for my card?,contactless_not_working,card_not_working,False
I tried to pay contactless at the bus today and it didn't work. Any ideas why?,contactless_not_working,card_payment_not_recognised,False
I've been unable to pay contactless with my card for over a week now. Is there a way to fix this issue?,contactless_not_working,card_payment_not_recognised,False
My contactless payments have not been completed successfully.,contactless_not_working,pending_card_payment,False
Do I need to replace my card if it didn't work when I tried to pay contactless at the shop today?,contactless_not_working,card_about_to_expire,False
How do I check my security settings to allow contactless pay?,contactless_not_working,unable_to_verify_identity,False
Fix my contactless,contactless_not_working,exchange_rate,False
For some reason my contactless won't work for me.,contactless_not_working,lost_or_stolen_phone,False
I'm unable to use contactless payments for purchases.,contactless_not_working,declined_card_payment,False
"When I tried to pay for my bus ride, the contactless payment wouldn't work. How can I prevent this in the future?",contactless_not_working,pending_card_payment,False
The NFC payment wouldn't work on the bus today. Help?,contactless_not_working,card_payment_not_recognised,False
what is the charges for new card?,contactless_not_working,get_physical_card,False
It didnt work when I tried to pay contactless at the bus today. Why?,contactless_not_working,card_payment_not_recognised,False
How do I use contactless payments?,contactless_not_working,declined_card_payment,False
Do I need to make a regular payment before a contactless one?,contactless_not_working,reverted_card_payment?,False
Should i reinstall the payment app?,contactless_not_working,reverted_card_payment?,False
how much do you charge to accept transfers,top_up_by_bank_transfer_charge,transfer_fee_charged,False
I would like to make a transfer. How much does it cost?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
"I need to make a transfer, what will the fee be?",top_up_by_bank_transfer_charge,extra_charge_on_statement,False
If I make a top-up are there charges applied?,top_up_by_bank_transfer_charge,top_up_by_card_charge,False
Can I also transfer with SWIFT?,top_up_by_bank_transfer_charge,transfer_not_received_by_recipient,False
Are SWIFT transfers accepted?,top_up_by_bank_transfer_charge,pending_transfer,False
I would like to refill my account using SWIFT.,top_up_by_bank_transfer_charge,transfer_into_account,False
Do I have to pay for topping up by transfer?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
Are there any sort of fees involved for top of transfers?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
Is it possible to get a transfer from SWIFT?,top_up_by_bank_transfer_charge,transfer_not_received_by_recipient,False
Do I have to pay any fees in order to receive money?,top_up_by_bank_transfer_charge,receiving_money,False
How much am I charged to receive money?,top_up_by_bank_transfer_charge,card_acceptance,False
Will you deal with SWIFT transfers?,top_up_by_bank_transfer_charge,transfer_not_received_by_recipient,False
Will there be any charges for money received?,top_up_by_bank_transfer_charge,receiving_money,False
Will a transfer incur a fee?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
Are there charges for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,exchange_rate,False
If I transfer money from my bank to top-up my account will I be charged?,top_up_by_bank_transfer_charge,receiving_money,False
Will I be charged if someone needs to send me money?,top_up_by_bank_transfer_charge,receiving_money,False
What are the fees for top-ups?,top_up_by_bank_transfer_charge,card_payment_fee_charged,False
Will topping up by transfer lead to a charge on my account?,top_up_by_bank_transfer_charge,transfer_not_received_by_recipient,False
What are the charges for receiving money?,top_up_by_bank_transfer_charge,extra_charge_on_statement,False
What is the fee to receive money?,top_up_by_bank_transfer_charge,card_payment_fee_charged,False
How much am I charged for a SEPA transfer?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
How much is the fee for a SEPA transfer?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
What'll it charge me for a SEPA transfer?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
Is there a charge for topping up by transfer?,top_up_by_bank_transfer_charge,transfer_not_received_by_recipient,False
Do you do SWIFT transfers?,top_up_by_bank_transfer_charge,transfer_not_received_by_recipient,False
Should I expect to be charged for topping up by transfer?,top_up_by_bank_transfer_charge,transfer_not_received_by_recipient,False
Will I be charged for a SEPA transfer?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
is there a fee for a transfer? if so how much will it be?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
Please tell me about SWIFT transfers at this bank.,top_up_by_bank_transfer_charge,balance_not_updated_after_bank_transfer,False
Can you tell me what the transfer policy is?,top_up_by_bank_transfer_charge,transfer_not_received_by_recipient,False
Is a SWIFT transfer okay?,top_up_by_bank_transfer_charge,receiving_money,False
Will I be charged a fee if I receive a SEPA transfer,top_up_by_bank_transfer_charge,pending_card_payment,False
"When topping up by transfer, will I be charged?",top_up_by_bank_transfer_charge,transfer_fee_charged,False
What us the fee to transfer money from my bank?,top_up_by_bank_transfer_charge,extra_charge_on_statement,False
Do I get charged if i am getting money?,top_up_by_bank_transfer_charge,card_payment_fee_charged,False
Can you tell me the total cost of a transfer?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
can i do a transfer with swift,top_up_by_bank_transfer_charge,transfer_into_account,False
"new customer and filling gas today, it's not working, the thing shows pending half an hour!",pending_top_up,card_not_working,False
My card was topped this morning but I can't see the funds. Why didn't it complete?,pending_top_up,card_not_working,False
Is there a reason my top up hasn't gone through,pending_top_up,why_verify_identity,False
Could you explain why my top-up has gone through yet?,pending_top_up,pending_transfer,False
"I've already topped up, but I cannot see the funds being available. What happened?",pending_top_up,verify_source_of_funds,False
What is going on? My top-up is still pending. I use your system all the time but now it is just showing as pending.,pending_top_up,activate_my_card,False
I  do not see a top-up processed.,pending_top_up,top_up_failed,False
I topped up but it didn't complete,pending_top_up,card_acceptance,False
"So, I am a new customer and attempted to top up for the very first time today. It's already been pending for half an hour and doesn't seem to be working. I need to please get this fixed.",pending_top_up,top_up_failed,False
Can you please make my top up go through as soon as possible. I really need the money and it has been pending for an hour already.,pending_top_up,pending_transfer,False
"What's going on with the top-up? All it says is pending, pending, pending! I use your service several times a week and have never had a problem before! What's going on here?",pending_top_up,exchange_rate,False
top-up is slow to process,pending_top_up,transfer_timing,False
"Is there something wrong with your website? I tried topping up my account and it's been close to two hours now and it's still at ""pending"" for some reason. I just joined with you guys and this is the first attempt at this, so maybe I'm wrong, but shouldn't this be instant?",pending_top_up,unable_to_verify_identity,False
"I topped up by card a while ago and it's still pending, surely it should be done by now?",pending_top_up,pending_card_payment,False
Why hasn't my top-up been completed?,pending_top_up,top_up_failed,False
top up did not complete,pending_top_up,pending_transfer,False
So I just put my top-up into the card and it hasn't changed.,pending_top_up,activate_my_card,False
"Your top-up function isn't working, it still says pending even though I know my card works.",pending_top_up,get_physical_card,False
