true_label,prediction,count
card_about_to_expire,getting_spare_card,1
card_acceptance,country_support,1
card_arrival,lost_or_stolen_card,1
card_acceptance,supported_cards_and_currencies,1
card_linking,card_arrival,1
card_not_working,lost_or_stolen_card,1
automatic_top_up,top_up_failed,1
failed_transfer,declined_transfer,1
extra_charge_on_statement,pending_transfer,1
exchange_via_app,exchange_rate,1
exchange_rate,exchange_timing,1
failed_transfer,beneficiary_not_allowed,1
edit_personal_details,lost_or_stolen_phone,1
exchange_rate,card_payment_wrong_exchange_rate,1
getting_spare_card,age_limit,1
getting_spare_card,card_linking,1
getting_virtual_card,order_physical_card,1
failed_transfer,transfer_not_received_by_recipient,1
fiat_currency_support,direct_debit_payment_not_recognised,1
exchange_via_app,exchange_charge,1
declined_card_payment,top_up_failed,1
country_support,card_acceptance,1
direct_debit_payment_not_recognised,lost_or_stolen_phone,1
direct_debit_payment_not_recognised,cash_withdrawal_not_recognised,1
declined_transfer,transaction_charged_twice,1
disposable_card_limits,get_disposable_virtual_card,1
disposable_card_limits,transaction_limits,1
disposable_card_limits,virtual_card_limits,1
disposable_card_limits,getting_virtual_card,1
disposable_card_limits,getting_spare_card,1
declined_transfer,contact_not_available,1
declined_transfer,declined_cash_withdrawal,1
declined_transfer,reverted_card_payment?,1
declined_transfer,failed_transfer,1
declined_transfer,top_up_failed,1
declined_card_payment,reverted_card_payment?,1
declined_transfer,card_not_working,1
declined_card_payment,pending_card_payment,1
pin_blocked,card_not_working,1
pending_transfer,transfer_timing,1
pending_transfer,pending_card_payment,1
pending_top_up,pending_cash_withdrawal,1
pending_top_up,top_up_reverted,1
passcode_forgotten,card_linking,1
pending_card_payment,reverted_card_payment?,1
pending_card_payment,transaction_charged_twice,1
passcode_forgotten,access_control,1
order_physical_card,get_disposable_virtual_card,1
passcode_forgotten,getting_spare_passcode,1
lost_or_stolen_card,verify_source_of_funds,1
lost_or_stolen_phone,lost_or_stolen_card,1
order_physical_card,card_arrival,1
order_physical_card,card_delivery_estimate,1
order_physical_card,card_payment_fee_charged,1
failed_transfer,transfer_into_account,1
get_disposable_virtual_card,disposable_card_limits,1
fiat_currency_support,supported_cards_and_currencies,1
supported_cards_and_currencies,topping_up_by_card,1
reverted_card_payment?,card_payment_not_recognised,1
reverted_card_payment?,declined_card_payment,1
supported_cards_and_currencies,getting_spare_card,1
supported_cards_and_currencies,card_acceptance,1
terminate_account,delete_account,1
request_refund,top_up_reverted,1
pin_blocked,direct_debit_payment_not_recognised,1
pin_blocked,get_physical_card,1
receiving_money,transfer_into_account,1
request_refund,Refund_not_showing_up,1
receiving_money,exchange_via_app,1
receiving_money,supported_cards_and_currencies,1
transfer_fee_charged,top_up_by_bank_transfer_charge,1
transfer_fee_charged,card_payment_not_recognised,1
transfer_fee_charged,card_payment_fee_charged,1
topping_up_by_card,top_up_by_cash_or_cheque,1
topping_up_by_card,pending_top_up,1
top_up_by_card_charge,topping_up_by_card,1
top_up_by_cash_or_cheque,verify_source_of_funds,1
top_up_failed,declined_card_payment,1
top_up_by_cash_or_cheque,top_up_failed,1
request_refund,card_payment_wrong_exchange_rate,1
transfer_not_received_by_recipient,transfer_timing,1
transfer_into_account,exchange_via_app,1
transfer_into_account,top_up_by_cash_or_cheque,1
transfer_into_account,lost_or_stolen_phone,1
transfer_into_account,top_up_by_bank_transfer_charge,1
transfer_fee_charged,top_up_limits,1
verify_my_identity,unable_to_verify_identity,1
unable_to_verify_identity,why_verify_identity,1
unable_to_verify_identity,verify_my_identity,1
transfer_timing,pending_transfer,1
transfer_timing,balance_not_updated_after_bank_transfer,1
virtual_card_not_working,disposable_card_not_working,1
verify_my_identity,why_verify_identity,1
verify_source_of_funds,automatic_top_up,1
visa_or_mastercard,order_physical_card,1
virtual_card_not_working,getting_virtual_card,1
wrong_amount_of_cash_received,transfer_not_received_by_recipient,1
wrong_amount_of_cash_received,wrong_exchange_rate_for_cash_withdrawal,1
wrong_exchange_rate_for_cash_withdrawal,card_payment_wrong_exchange_rate,1
wrong_exchange_rate_for_cash_withdrawal,cash_withdrawal_charge,1
wrong_exchange_rate_for_cash_withdrawal,exchange_charge,1
wrong_exchange_rate_for_cash_withdrawal,exchange_rate,1
