text,true_label,prediction,correct
How are exchange rates calculated?,exchange_rate,lost_or_stolen_phone,False
Is it a good time to exchange?,exchange_rate,exchange_charge,False
What exchange rate do you use?,exchange_rate,exchange_via_app,False
How are you determining your exchange rates?,exchange_rate,lost_or_stolen_phone,False
I made a currency exchange and think I was charged more than I should of been.,card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal,False
The exchange rate was wrong when I bought something outside the country.,card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal,False
This rate is too low. Are you sure your using the right exchange rate.,card_payment_wrong_exchange_rate,exchange_rate,False
You did not apply the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal,False
I bought something overseas and the wrong exchange rate is on my statement.,card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal,False
Why am I being charged more ?,card_payment_wrong_exchange_rate,extra_charge_on_statement,False
"When I made a purchase last Saturday, I was charged extra. Did I receive the right exchange rate?",card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal,False
The exchange rate seems off on this transaction,card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal,False
"The exchange rate given to me wasn't correct, after i purchased an item",card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal,False
"Hi, I don't think your exchange rate is right. I need you to check the official interbank exchange please.",card_payment_wrong_exchange_rate,exchange_rate,False
I wasn't applied the correct exchange rate for an item I bought,card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal,False
The wrong exchange rate was used when I bought something with a foriegn currency.,card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal,False
I paid for something in foreign currency but noticed the exchange rate is incorrect.,card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal,False
How can I check the exchange rate applied to my transaction?,card_payment_wrong_exchange_rate,exchange_rate,False
My statement has a dollar I have been charged showing up on it.,extra_charge_on_statement,request_refund,False
I would like a refund on the extra pound I was charged.,extra_charge_on_statement,request_refund,False
Can you explain what this random $1 charge is?,extra_charge_on_statement,direct_debit_payment_not_recognised,False
When will the $1 transaction be credited to me?,extra_charge_on_statement,transfer_timing,False
Why is there an extra 1 pound charge on my card?,extra_charge_on_statement,card_payment_fee_charged,False
There is an extra charge on my app that I was not told about or I was aware of!,extra_charge_on_statement,card_payment_not_recognised,False
I am seeing an extra fee on my statement what is that for?,extra_charge_on_statement,card_payment_fee_charged,False
What is this €1 fee in my statement?,extra_charge_on_statement,receiving_money,False
"I am a new customer, and I happened to look at my app and there is a charge I am not familiar with.  Could you tell me why the extra charge is there?",extra_charge_on_statement,transfer_fee_charged,False
For some reason my account's been charged an extra dollar.,extra_charge_on_statement,transaction_charged_twice,False
What is the purpose of the extra fee that is showing up on my statement?,extra_charge_on_statement,request_refund,False
"It's been two weeks, why has the transaction for $1.00 not been reversed?",extra_charge_on_statement,cancel_transfer,False
What is the €1 fee for?,extra_charge_on_statement,transfer_fee_charged,False
Can you please check why I am having this extra fee on my statement.,extra_charge_on_statement,transfer_fee_charged,False
My transaction is still showing that is pending from my cash withdrawal.,pending_cash_withdrawal,pending_transfer,False
"Hey I tried to get some money out earlier but the machine didn't work. Now just saw the transaction still seems in progress! Can you please check what's going there, seems something is broken, I don't want to be charged for money that I haven't actually received!",pending_cash_withdrawal,pending_transfer,False
How long does the cash withdrawal take to pend?,pending_cash_withdrawal,cash_withdrawal_not_recognised,False
"I tried taking money from the ATM but no money came out, but the transaction is still pending? How is this possible?",pending_cash_withdrawal,pending_transfer,False
"Hi! I was wondering if you can help me. I used the city centre ATM to get some cash, but the machine declined my card. My account shows that transaction is still pending. I didn't receive the money, so please cancel that transaction.",pending_cash_withdrawal,pending_transfer,False
"Hi,I tried to get some money out but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.",pending_cash_withdrawal,pending_transfer,False
"Hey, my card was declined at an ATM in the city centre theatre. My account says the transaction is pending, though. I didn't get the money, though, so what does that mean?",pending_cash_withdrawal,declined_cash_withdrawal,False
Why am I unable to take money from my card but the statement says the transaction is still pending?,pending_cash_withdrawal,pending_card_payment,False
I have a pending transaction in my app. How is it still pending if I pulled the cash out from the ATM earlier?,pending_cash_withdrawal,pending_transfer,False
"I tried to take money from my card, but it didn't work. Later I saw that the transaction is still in progress. What's goign on?",pending_cash_withdrawal,pending_transfer,False
My account was charged for a withdraw I tried to make that was decline.,pending_cash_withdrawal,declined_cash_withdrawal,False
Why is my cash withdrawal from the ATM still not yet showing as confirmed in my account?,pending_cash_withdrawal,declined_cash_withdrawal,False
"What's a pending transaction? My card was declined at an ATM, but my account says it's still pending. Can I cancel the payment?",pending_cash_withdrawal,pending_transfer,False
I want to know how many different currencies my money can be in,fiat_currency_support,supported_cards_and_currencies,False
Does your system support multiple currency.,fiat_currency_support,exchange_via_app,False
Do you support any currency?,fiat_currency_support,supported_cards_and_currencies,False
"There is an incoming payment into my account, but it is deactivated. Will they still be processed?",fiat_currency_support,pending_card_payment,False
What currencies do you do exchanges for?,fiat_currency_support,exchange_via_app,False
Where can I exchange my money for EUR?,fiat_currency_support,exchange_via_app,False
Is it permissible to hold money in multiple currencies?,fiat_currency_support,activate_my_card,False
Do you offer additional currency options?,fiat_currency_support,exchange_via_app,False
How do I change currencies to euros?,fiat_currency_support,exchange_via_app,False
Will you handle EUR?,fiat_currency_support,exchange_rate,False
What options do I have for holding currencies?,fiat_currency_support,supported_cards_and_currencies,False
Do you happen to do exchanges of EUR?,fiat_currency_support,exchange_rate,False
Do you accept exchanges to EUR?,fiat_currency_support,exchange_rate,False
Can you tell me what currency I can have?,fiat_currency_support,exchange_rate,False
Am I able to exchange currencies?,fiat_currency_support,exchange_rate,False
What currencies are used in your exchange?,fiat_currency_support,exchange_rate,False
Which country's currency do you support?,fiat_currency_support,country_support,False
I want to make a currency exchange to EU.,fiat_currency_support,exchange_via_app,False
What kind of currency can I hold money in?,fiat_currency_support,exchange_via_app,False
Can I exchange currencies?,fiat_currency_support,exchange_rate,False
Do you work with all fiat currencies?,fiat_currency_support,country_support,False
How man currencies can I hold?,fiat_currency_support,exchange_via_app,False
Besides USD what other currencies can I have?,fiat_currency_support,supported_cards_and_currencies,False
How do I accept exchanges to EU?,fiat_currency_support,exchange_via_app,False
What kind of fiat currency can I used for holding and exchange?,fiat_currency_support,exchange_via_app,False
Do you support the exchange of EUR from my currency.,fiat_currency_support,exchange_rate,False
What countries can I travel to and have access to their currencies?,fiat_currency_support,country_support,False
I need my card now!,card_delivery_estimate,card_arrival,False
my card was not in the mail again can you advise?,card_delivery_estimate,lost_or_stolen_card,False
i need my card quick,card_delivery_estimate,order_physical_card,False
How long will it take to get to me?,card_delivery_estimate,card_arrival,False
What is the difference between standard and express delivery?,card_delivery_estimate,card_about_to_expire,False
May I choose when it's delivered?,card_delivery_estimate,card_arrival,False
How long does it take to get my card? Can I choose when to receive it?,card_delivery_estimate,card_arrival,False
How long should I expect for the card to arrive?,card_delivery_estimate,card_arrival,False
When will the card arrive?,card_delivery_estimate,card_arrival,False
How long does shipping take to get to a US destination?,card_delivery_estimate,transfer_timing,False
Can I get my card expedited?,card_delivery_estimate,card_arrival,False
When will my card arrive?,card_delivery_estimate,card_arrival,False
If there isn't much money left can it automatically top-up?,automatic_top_up,top_up_by_card_charge,False
"I read about the auto-top up function, but can't find it in the app.",automatic_top_up,activate_my_card,False
Can I have it add money at certain time intervals when I travel?,automatic_top_up,top_up_limits,False
"I just activated auto top-up, but it is not letting me enable it. Why not?",automatic_top_up,top_up_reverted,False
Is there an auto top-up option?,automatic_top_up,activate_my_card,False
Are there limits on auto top-up?,automatic_top_up,top_up_limits,False
How do I make sure I don't run out of money on my card while traveling?,automatic_top_up,top_up_by_card_charge,False
Can I space out how often money is transferred along my travels?,automatic_top_up,transfer_timing,False
Will it automatically top-up money if there isn't a lot left?,automatic_top_up,top_up_limits,False
Is there any way to Auto top-up?,automatic_top_up,activate_my_card,False
What is the highest limit for Auto Top?,automatic_top_up,top_up_limits,False
I've tried my card a bunch of times and it never worked.,card_not_working,declined_card_payment,False
My card appears to be broken how can I fix it?,card_not_working,card_about_to_expire,False
Can you please identify the problem with my bank card?,card_not_working,card_payment_not_recognised,False
My card was declined today when eating and I need to know what's wrong.,card_not_working,declined_card_payment,False
"I tried using my card today and it's not working, can you help me?",card_not_working,activate_my_card,False
Need help with my card. It's not working.,card_not_working,activate_my_card,False
I have tried to use my card several times and it does not work.,card_not_working,declined_card_payment,False
My card doesn't accept any transaction at all. What's wrong??,card_not_working,declined_transfer,False
How can i check if my card is working?,card_not_working,card_acceptance,False
Nothing goes through on my card.,card_not_working,declined_card_payment,False
May I exchange currencies with this?,exchange_via_app,exchange_charge,False
Will this app exchange currencies?,exchange_via_app,exchange_charge,False
How are currencies exchanged?,exchange_via_app,exchange_rate,False
How do I make an exchange from one currency to another?,exchange_via_app,exchange_rate,False
How do I interconvert between AUD and GBP?,exchange_via_app,exchange_charge,False
Can I get some money exchanged?,exchange_via_app,exchange_charge,False
How would I use my money in a different country?,exchange_via_app,transfer_into_account,False
"I need AUD not GBP, how do I change it?",exchange_via_app,exchange_charge,False
What is the best way to exchange currency?,exchange_via_app,exchange_charge,False
I was wondering whether exchanging currencies can be done on this app.,exchange_via_app,request_refund,False
How do I go through the process of currency exchange?,exchange_via_app,exchange_charge,False
Can am I able to exchange currencies?,exchange_via_app,exchange_charge,False
What currency's can i exchange for?,exchange_via_app,exchange_rate,False
I would like to exchange some currency.,exchange_via_app,exchange_rate,False
Can I exchange between GBP and USD on the app?,exchange_via_app,exchange_charge,False
Can I change my currency from USD to EUR?,exchange_via_app,exchange_rate,False
How do I exchange currency?,exchange_via_app,exchange_rate,False
Can I exchange currencies with my account?,exchange_via_app,exchange_charge,False
I would like to exchange currencies,exchange_via_app,exchange_rate,False
"My entire gym bag, including my wallet, was stolen out of my locker today. Everything in my wallet is gone - how do I block the card to make it can't be used?",lost_or_stolen_card,pin_blocked,False
How do I report my card stolen?,lost_or_stolen_card,compromised_card,False
Is a copy of the police report necessary for completing the report process?,lost_or_stolen_card,why_verify_identity,False
I lost my wallet today with all my credit cards. Will you please block the card and send a replacement?,lost_or_stolen_card,getting_spare_card,False
How do I deal with a stolen card?,lost_or_stolen_card,compromised_card,False
Can you freeze my card it was stolen,lost_or_stolen_card,card_swallowed,False
I need help with a lost card,lost_or_stolen_card,card_linking,False
I think I lost my card . I dont know how long it has been missing. Can you see if maybe someone else has been using it?,lost_or_stolen_card,card_not_working,False
Some idiot stole my card.,lost_or_stolen_card,compromised_card,False
I'm in Spain and my stuff has been stolen. My card was with it and I need a new one shipped and the old one frozen.,lost_or_stolen_card,order_physical_card,False
I believe my credit card was stolen.,lost_or_stolen_card,compromised_card,False
I cannot find my credit card.,lost_or_stolen_card,card_not_working,False
Are you able to locate my card?,lost_or_stolen_card,card_arrival,False
Can I open an account for a child?,age_limit,transfer_into_account,False
How do I go about setting up an account for my daughter?,age_limit,activate_my_card,False
Can my daughter open an account?,age_limit,transfer_into_account,False
What is the minimum age?,age_limit,request_refund,False
Could I open an account for my children?,age_limit,transfer_into_account,False
How do I open up an account for my child?,age_limit,exchange_via_app,False
Can I open a bank account for my newborn baby?,age_limit,transfer_into_account,False
What's the minimum age for opening an account?,age_limit,edit_personal_details,False
"I would like an account for my children, how do I go about doing this?",age_limit,transfer_into_account,False
Is it possible to open an account for my children?,age_limit,receiving_money,False
How do I get my PIN unlocked?,pin_blocked,change_pin,False
Where can I view my PIN?,pin_blocked,change_pin,False
Will you reinstate my PIN?,pin_blocked,change_pin,False
I accidentally blocked my PIN. How do I reset it?,pin_blocked,change_pin,False
"How do I reset my PIN, I can't seem to use my card?",pin_blocked,change_pin,False
What should I do if I've tried to enter my PIN too often?,pin_blocked,change_pin,False
What do I do if the bank machine won't accept my PIN attempts anymore?,pin_blocked,declined_card_payment,False
Can you unlock my pin? I think I entered the wrong pin too many times.,pin_blocked,change_pin,False
"I attempted to use my card while I was intoxicated, and I failed to input my PIN, and the machine kept my card. How soon can I have it back?",pin_blocked,card_swallowed,False
Can I unblock my card using the app?,pin_blocked,activate_my_card,False
Help! I forgot my PIN and have been locked out of using my card.,pin_blocked,change_pin,False
"My account is blocked, how do I log in now",pin_blocked,passcode_forgotten,False
Why did I get blocked?,pin_blocked,declined_cash_withdrawal,False
Can I reactivate my PIN?,pin_blocked,change_pin,False
How do I reset my PIN?,pin_blocked,change_pin,False
"My card's frozen, what can I do?",pin_blocked,lost_or_stolen_card,False
My PIN is not working and I need assistance.,pin_blocked,change_pin,False
Are contactless payments enabled on my new card?,contactless_not_working,card_acceptance,False
what is required documents for new card process ?,contactless_not_working,activate_my_card,False
How do I get the contactless feature to work for my card?,contactless_not_working,card_not_working,False
I tried to pay contactless at the bus today and it didn't work. Any ideas why?,contactless_not_working,declined_card_payment,False
I've been unable to pay contactless with my card for over a week now. Is there a way to fix this issue?,contactless_not_working,reverted_card_payment?,False
My contactless payments have not been completed successfully.,contactless_not_working,pending_card_payment,False
Do I need to replace my card if it didn't work when I tried to pay contactless at the shop today?,contactless_not_working,card_not_working,False
How do I check my security settings to allow contactless pay?,contactless_not_working,card_not_working,False
Can you help my fix my contactless?,contactless_not_working,edit_personal_details,False
I'm unable to use contactless payments for purchases.,contactless_not_working,declined_card_payment,False
"When I tried to pay for my bus ride, the contactless payment wouldn't work. How can I prevent this in the future?",contactless_not_working,card_payment_not_recognised,False
The NFC payment wouldn't work on the bus today. Help?,contactless_not_working,reverted_card_payment?,False
"I wanted to use my card contactless but it doesn't seem to be working, what could be the problem?",contactless_not_working,card_not_working,False
what is the charges for new card?,contactless_not_working,card_payment_fee_charged,False
It didnt work when I tried to pay contactless at the bus today. Why?,contactless_not_working,declined_card_payment,False
How do I use contactless payments?,contactless_not_working,receiving_money,False
How do I use contactless pay?,contactless_not_working,apple_pay_or_google_pay,False
Do I need to make a regular payment before a contactless one?,contactless_not_working,card_payment_not_recognised,False
Should i reinstall the payment app?,contactless_not_working,reverted_card_payment?,False
how much do you charge to accept transfers,top_up_by_bank_transfer_charge,transfer_fee_charged,False
I would like to make a transfer. How much does it cost?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
"I need to make a transfer, what will the fee be?",top_up_by_bank_transfer_charge,transfer_fee_charged,False
If I make a top-up are there charges applied?,top_up_by_bank_transfer_charge,top_up_by_card_charge,False
Can I also transfer with SWIFT?,top_up_by_bank_transfer_charge,pending_transfer,False
Are SWIFT transfers accepted?,top_up_by_bank_transfer_charge,transfer_not_received_by_recipient,False
I would like to refill my account using SWIFT.,top_up_by_bank_transfer_charge,transfer_into_account,False
Are there any sort of fees involved for top of transfers?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
Is it possible to get a transfer from SWIFT?,top_up_by_bank_transfer_charge,activate_my_card,False
Do I have to pay any fees in order to receive money?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
How much am I charged to receive money?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
Will you deal with SWIFT transfers?,top_up_by_bank_transfer_charge,transfer_not_received_by_recipient,False
Will a transfer incur a fee?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
Are there charges for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,extra_charge_on_statement,False
Will I be charged if someone needs to send me money?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
What are the fees for top-ups?,top_up_by_bank_transfer_charge,supported_cards_and_currencies,False
Will topping up by transfer lead to a charge on my account?,top_up_by_bank_transfer_charge,transfer_into_account,False
What are the charges for receiving money?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
What is the fee to receive money?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
How much am I charged for a SEPA transfer?,top_up_by_bank_transfer_charge,request_refund,False
How much is the fee for a SEPA transfer?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
Is there a charge for topping up by transfer?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
Do you do SWIFT transfers?,top_up_by_bank_transfer_charge,pending_cash_withdrawal,False
Will I be charged for a SEPA transfer?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
is there a fee for a transfer? if so how much will it be?,top_up_by_bank_transfer_charge,edit_personal_details,False
Please tell me about SWIFT transfers at this bank.,top_up_by_bank_transfer_charge,transfer_into_account,False
Is there a fee for transfer top-up?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
Can you tell me what the transfer policy is?,top_up_by_bank_transfer_charge,transfer_into_account,False
Is a SWIFT transfer okay?,top_up_by_bank_transfer_charge,transfer_not_received_by_recipient,False
Will I be charged a fee if I receive a SEPA transfer,top_up_by_bank_transfer_charge,transfer_fee_charged,False
What us the fee to transfer money from my bank?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
Can you tell me the total cost of a transfer?,top_up_by_bank_transfer_charge,transfer_fee_charged,False
"I've already topped up, but I cannot see the funds being available. What happened?",pending_top_up,top_up_reverted,False
"OMG!  I'm trying to load my card and it wont top up!  I desperately need the money either on my card or in my bank, where is it?",pending_top_up,top_up_failed,False
"Hi. I'm a new customer to your system and I think something isn't working right - or maybe it is. Maybe you can confirm. I tried to top up today (my first time ever) and it's been stuck at ""pending"" for over an hour now. Is it supposed to do this or is there something wrong in the system?",pending_top_up,verify_my_identity,False
I made a transaction this morning and would like to revert it.,cancel_transfer,reverted_card_payment?,False
I made a transaction but did it to the wrong account.,cancel_transfer,failed_transfer,False
I would like to revert a transaction I did this morning,cancel_transfer,reverted_card_payment?,False
I accidentally made a transaction to the wrong account.,cancel_transfer,transaction_charged_twice,False
"This is URGENT, I typed the wrong payment information for a payment I needed to make and have clicked send, I need to reverse the transaction immediately.",cancel_transfer,transaction_charged_twice,False
I want to reverse my transaction from earlier,cancel_transfer,transaction_charged_twice,False
Is there a way to revert my transaction from this morning?,cancel_transfer,reverted_card_payment?,False
Can I cancel a transfer if is already processed?,cancel_transfer,pending_transfer,False
I made a mistake when I did a transfer so now what can I do to fix that?,cancel_transfer,declined_transfer,False
I want to go back on what I did this morning,cancel_transfer,edit_personal_details,False
I made an error in payment yesterday and I need it fixed asap because it's for my rent tomorrow.,cancel_transfer,transfer_not_received_by_recipient,False
I need help cancelling a transaction.,cancel_transfer,request_refund,False
Can I change the amount I made on a payment that I made to the payment is correct.,cancel_transfer,verify_source_of_funds,False
Please help me!  I need to cancel a transaction.,cancel_transfer,request_refund,False
Am I free to top-up as much as I want?,top_up_limits,top_up_by_card_charge,False
How much money can i top up?,top_up_limits,top_up_by_cash_or_cheque,False
Is there any limit to the amount I can add to a card at a time?,top_up_limits,top_up_by_card_charge,False
What is the limit to a top-up?,top_up_limits,automatic_top_up,False
Is there a limit to top-ups?,top_up_limits,activate_my_card,False
Can I top-up as much as I want?,top_up_limits,automatic_top_up,False
What is the top-ups limit?,top_up_limits,automatic_top_up,False
Is there a limit for top-ups?,top_up_limits,request_refund,False
As for limits are top ups included?,top_up_limits,pending_top_up,False
"I don't know if this is an issue with the ATM or my account, but I just tried withdrawing 30 pounds from the ATM I'm at now and it only gave me 10. Is this a glitch or what exactly is going on?",wrong_amount_of_cash_received,pending_cash_withdrawal,False
I didn't get all the cash I requested for at the ATM,wrong_amount_of_cash_received,declined_cash_withdrawal,False
How come the ATM gave me less cash than what I asked for?,wrong_amount_of_cash_received,declined_cash_withdrawal,False
Why did I not get my cash back after I withdrew?,wrong_amount_of_cash_received,declined_cash_withdrawal,False
I did not get as much cash as I requested at the ATM.,wrong_amount_of_cash_received,declined_cash_withdrawal,False
Where is the money I pushed it's on my mobile app as being withdrawn.,wrong_amount_of_cash_received,cash_withdrawal_not_recognised,False
Why did I not get all the cash I asked for?,wrong_amount_of_cash_received,declined_cash_withdrawal,False
My cash withdrawal was partly declined,wrong_amount_of_cash_received,declined_cash_withdrawal,False
I have withdrawn cash from ATM but i received the wrong amount. I want cash back as in app its showing actual amount which i got. Please help me in this.,wrong_amount_of_cash_received,cash_withdrawal_not_recognised,False
Where is the money that I asked for? I asked for more than I got!,wrong_amount_of_cash_received,verify_source_of_funds,False
I withdrew money but the full amount wasn't dispensed.,wrong_amount_of_cash_received,cash_withdrawal_not_recognised,False
Something went wrong with my withdrawal. The amount of money isn't right.,wrong_amount_of_cash_received,declined_cash_withdrawal,False
The ATM gave me less cash than I requested,wrong_amount_of_cash_received,declined_cash_withdrawal,False
"I didn't get as much cash as I asked for from the ATM, why?",wrong_amount_of_cash_received,declined_cash_withdrawal,False
"I tried to take out cash but the amount isn't right, so what do I do?",wrong_amount_of_cash_received,declined_cash_withdrawal,False
The ATM didn't give me the the withdraw amount requested.,wrong_amount_of_cash_received,declined_cash_withdrawal,False
Why did I get less money than I asked for?,wrong_amount_of_cash_received,declined_cash_withdrawal,False
did not receive correct cash upon withdrawal,wrong_amount_of_cash_received,declined_cash_withdrawal,False
Will declined funds I tried to withdraw be returned to me?,wrong_amount_of_cash_received,receiving_money,False
"I show another charge on my card from when I used it, why?",card_payment_fee_charged,card_payment_not_recognised,False
There is an unauthorized fee.,card_payment_fee_charged,direct_debit_payment_not_recognised,False
im not sure what this charge is for,card_payment_fee_charged,direct_debit_payment_not_recognised,False
"Can I check somewhere if there will be a fee on my payment or not? Seems you are charging in some cases, what's the pattern there?",card_payment_fee_charged,transfer_fee_charged,False
So what items  actually come  with  extra  fees,card_payment_fee_charged,extra_charge_on_statement,False
For the first time I got a fee on my account. How do I know when you charge these fees?,card_payment_fee_charged,transfer_fee_charged,False
Is using my card free?,card_payment_fee_charged,order_physical_card,False
What fees apply when using a card?,card_payment_fee_charged,card_about_to_expire,False
Why do you charge for payments? Why aren't your charges clearly laid out in the agreement?,card_payment_fee_charged,card_payment_not_recognised,False
There is a fee on my account. Why?,card_payment_fee_charged,extra_charge_on_statement,False
"I completed an in country transfer a few days ago and was sure to check the account information several times since the transaction was completed, but the funds are still not available. What is the problem?",transfer_not_received_by_recipient,failed_transfer,False
I am still waiting for a transaction to be completed,transfer_not_received_by_recipient,pending_transfer,False
I made a money transaction but the recipient can't see it,transfer_not_received_by_recipient,pending_transfer,False
How long does it take for a transfer to get to a recipient?,transfer_not_received_by_recipient,transfer_timing,False
How can the recipient see my money transaction?,transfer_not_received_by_recipient,verify_source_of_funds,False
The transfer I did hasn't arrived,transfer_not_received_by_recipient,pending_transfer,False
how long do money transfers take?,transfer_not_received_by_recipient,transfer_timing,False
Where is the transfer I started?,transfer_not_received_by_recipient,pending_transfer,False
transaction failed?,transfer_not_received_by_recipient,failed_transfer,False
The receipient doesn't see my money transfer.,transfer_not_received_by_recipient,pending_transfer,False
"I transferred the rent payment for my new place a couple days ago but the landlord says it's not there yet, despite showing up as done on my side. I checked the account number I sent it to and it's definitely correct. Can you please verify if the transaction really went through or not?",transfer_not_received_by_recipient,pending_transfer,False
"I've just moved address from a place in Durham to a place in Walton-On-The-Naze.  I have a new landlord at my new house and they haven't got my payment but I know I sent it on time, can you check they got it please?",transfer_not_received_by_recipient,card_payment_not_recognised,False
I sent money.  They haven't received it.,transfer_not_received_by_recipient,pending_transfer,False
"Hey, I need some help figuring out way my transfer is not complete yet. My Landlord hasn't got the money yet.She should have received it by now.",transfer_not_received_by_recipient,pending_transfer,False
"The day before yesterday, I performed a transfer which was within this country. It still hasn't gone through. Can you check on that? The account number is definitely correct, as I've checked and double checked.",transfer_not_received_by_recipient,balance_not_updated_after_bank_transfer,False
My friend still hasn't gotten a transaction I made.,transfer_not_received_by_recipient,pending_cash_withdrawal,False
Im waiting for my transaction to go through.,transfer_not_received_by_recipient,pending_transfer,False
I made a transaction and it is taking a very long time to go through.,transfer_not_received_by_recipient,pending_cash_withdrawal,False
Is there a reason why my transaction is taking so long?,transfer_not_received_by_recipient,pending_transfer,False
How long will it take for my transaction to be completed?,transfer_not_received_by_recipient,pending_transfer,False
I sent some money and the receiver can't access it.,transfer_not_received_by_recipient,failed_transfer,False
"How long do transfers need to come through? I sent some money to a friend, she needs it urgently, but seems it's still not there yet after a couple hours.",transfer_not_received_by_recipient,balance_not_updated_after_bank_transfer,False
I am still awaiting the completion of the transaction.,transfer_not_received_by_recipient,pending_transfer,False
I transferred some money but the recipient is having trouble withdrawing.,transfer_not_received_by_recipient,declined_transfer,False
"I need support options, I want to top my card",supported_cards_and_currencies,automatic_top_up,False
What currencies are accepted for adding money?,supported_cards_and_currencies,fiat_currency_support,False
Can I use my American Express to add money to my account?,supported_cards_and_currencies,verify_my_identity,False
Can I use American Express to add money into my account?,supported_cards_and_currencies,receiving_money,False
Will you accept my other card?,supported_cards_and_currencies,getting_spare_card,False
I would like to add money to my account through my American Express.,supported_cards_and_currencies,transfer_into_account,False
How do I transfer funds from my American Express into my account?,supported_cards_and_currencies,transfer_into_account,False
How can I use American Express to add money to my account?,supported_cards_and_currencies,receiving_money,False
Which forms of currency are accepted?,supported_cards_and_currencies,exchange_via_app,False
What options do I have in regards to payment?,supported_cards_and_currencies,card_payment_not_recognised,False
What cards to do you support to top up.,supported_cards_and_currencies,topping_up_by_card,False
Do you accept other currencies besides US Dollars?,supported_cards_and_currencies,exchange_charge,False
Is my currency okay to add money with?,supported_cards_and_currencies,exchange_charge,False
How can I use American Express to add funds to my account?,supported_cards_and_currencies,verify_source_of_funds,False
What currencies or cards do you support for topping up?,supported_cards_and_currencies,top_up_by_card_charge,False
Is there an option to have a virtual card?,getting_virtual_card,get_disposable_virtual_card,False
If I don't want a physical card can i get a virtual version?,getting_virtual_card,get_disposable_virtual_card,False
Where is the virtual card?,getting_virtual_card,lost_or_stolen_phone,False
what is the virtual card,getting_virtual_card,get_disposable_virtual_card,False
Is this where I order a virtual card?,getting_virtual_card,get_disposable_virtual_card,False
