true_label,prediction,count
why_verify_identity,verify_my_identity,14
why_verify_identity,request_refund,14
transfer_timing,exchange_via_app,14
cash_withdrawal_not_recognised,request_refund,14
card_acceptance,request_refund,14
direct_debit_payment_not_recognised,request_refund,13
get_physical_card,request_refund,13
exchange_via_app,request_refund,13
exchange_rate,request_refund,13
verify_top_up,verify_my_identity,12
edit_personal_details,request_refund,12
lost_or_stolen_phone,lost_or_stolen_phone,12
verify_source_of_funds,request_refund,11
balance_not_updated_after_bank_transfer,request_refund,11
atm_support,atm_support,10
verify_top_up,request_refund,10
unable_to_verify_identity,request_refund,10
get_disposable_virtual_card,request_refund,10
cancel_transfer,cancel_transfer,9
terminate_account,request_refund,9
activate_my_card,activate_my_card,9
verify_source_of_funds,verify_source_of_funds,8
exchange_via_app,exchange_charge,8
extra_charge_on_statement,exchange_via_app,8
atm_support,exchange_via_app,8
activate_my_card,edit_personal_details,8
card_payment_wrong_exchange_rate,request_refund,8
beneficiary_not_allowed,transfer_not_received_by_recipient,8
disposable_card_limits,exchange_via_app,8
transaction_charged_twice,request_refund,8
atm_support,lost_or_stolen_phone,7
get_disposable_virtual_card,edit_personal_details,7
exchange_rate,lost_or_stolen_phone,7
atm_support,request_refund,7
change_pin,change_pin,7
exchange_rate,exchange_via_app,7
get_physical_card,lost_or_stolen_phone,7
card_delivery_estimate,edit_personal_details,7
pin_blocked,pin_blocked,7
getting_virtual_card,getting_virtual_card,7
pending_transfer,exchange_via_app,7
top_up_by_cash_or_cheque,edit_personal_details,7
change_pin,edit_personal_details,7
direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,7
topping_up_by_card,edit_personal_details,6
apple_pay_or_google_pay,receiving_money,6
balance_not_updated_after_bank_transfer,transfer_not_received_by_recipient,6
fiat_currency_support,fiat_currency_support,6
pending_card_payment,exchange_via_app,6
pending_card_payment,pending_card_payment,6
transaction_charged_twice,transaction_charged_twice,6
transfer_into_account,edit_personal_details,6
transfer_into_account,transfer_not_received_by_recipient,6
verify_my_identity,request_refund,6
card_payment_fee_charged,apple_pay_or_google_pay,6
card_linking,edit_personal_details,6
automatic_top_up,edit_personal_details,6
country_support,country_support,6
card_payment_not_recognised,edit_personal_details,6
cash_withdrawal_charge,exchange_via_app,6
pending_cash_withdrawal,pending_transfer,5
pending_cash_withdrawal,exchange_via_app,5
apple_pay_or_google_pay,edit_personal_details,5
top_up_reverted,top_up_reverted,5
card_linking,card_linking,5
exchange_via_app,edit_personal_details,5
wrong_exchange_rate_for_cash_withdrawal,exchange_rate,5
verify_source_of_funds,top_up_by_cash_or_cheque,5
card_swallowed,lost_or_stolen_phone,5
balance_not_updated_after_bank_transfer,exchange_via_app,5
fiat_currency_support,exchange_charge,5
card_payment_wrong_exchange_rate,receiving_money,5
get_disposable_virtual_card,lost_or_stolen_phone,5
balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,5
request_refund,edit_personal_details,5
card_about_to_expire,order_physical_card,5
visa_or_mastercard,top_up_by_cash_or_cheque,5
age_limit,exchange_via_app,5
country_support,lost_or_stolen_phone,5
exchange_rate,exchange_rate,5
transfer_not_received_by_recipient,exchange_via_app,4
get_physical_card,change_pin,4
get_physical_card,top_up_by_cash_or_cheque,4
cash_withdrawal_not_recognised,card_swallowed,4
verify_top_up,lost_or_stolen_phone,4
fiat_currency_support,exchange_rate,4
get_physical_card,country_support,4
reverted_card_payment?,pending_card_payment,4
virtual_card_not_working,edit_personal_details,4
declined_card_payment,why_verify_identity,4
declined_cash_withdrawal,edit_personal_details,4
card_arrival,card_swallowed,4
top_up_by_bank_transfer_charge,lost_or_stolen_phone,4
top_up_by_bank_transfer_charge,exchange_via_app,4
card_arrival,exchange_via_app,4
exchange_via_app,exchange_rate,4
automatic_top_up,lost_or_stolen_phone,4
cash_withdrawal_not_recognised,failed_transfer,4
verify_source_of_funds,exchange_via_app,4
why_verify_identity,country_support,4
verify_my_identity,lost_or_stolen_phone,4
top_up_failed,edit_personal_details,4
cancel_transfer,edit_personal_details,4
top_up_failed,exchange_via_app,4
top_up_limits,lost_or_stolen_phone,4
topping_up_by_card,lost_or_stolen_phone,4
balance_not_updated_after_cheque_or_cash_deposit,exchange_via_app,4
transfer_into_account,receiving_money,4
card_swallowed,card_swallowed,4
lost_or_stolen_card,lost_or_stolen_phone,4
lost_or_stolen_card,edit_personal_details,4
supported_cards_and_currencies,edit_personal_details,4
card_payment_not_recognised,card_swallowed,4
top_up_limits,exchange_via_app,4
card_payment_wrong_exchange_rate,edit_personal_details,4
receiving_money,apple_pay_or_google_pay,4
top_up_by_cash_or_cheque,receiving_money,4
pending_transfer,transfer_not_received_by_recipient,4
top_up_by_cash_or_cheque,lost_or_stolen_phone,4
verify_source_of_funds,verify_my_identity,4
card_not_working,unable_to_verify_identity,3
card_not_working,card_not_working,3
top_up_by_cash_or_cheque,balance_not_updated_after_cheque_or_cash_deposit,3
card_arrival,edit_personal_details,3
card_acceptance,receiving_money,3
card_arrival,card_delivery_estimate,3
wrong_amount_of_cash_received,pending_card_payment,3
card_about_to_expire,receiving_money,3
direct_debit_payment_not_recognised,card_swallowed,3
contactless_not_working,contactless_not_working,3
why_verify_identity,why_verify_identity,3
verify_top_up,verify_top_up,3
verify_top_up,why_verify_identity,3
visa_or_mastercard,card_acceptance,3
apple_pay_or_google_pay,exchange_via_app,3
apple_pay_or_google_pay,lost_or_stolen_phone,3
transfer_not_received_by_recipient,edit_personal_details,3
transfer_fee_charged,why_verify_identity,3
verify_my_identity,top_up_by_cash_or_cheque,3
card_payment_wrong_exchange_rate,wrong_amount_of_cash_received,3
getting_virtual_card,exchange_via_app,3
getting_spare_card,receiving_money,3
lost_or_stolen_card,card_not_working,3
getting_virtual_card,order_physical_card,3
card_acceptance,direct_debit_payment_not_recognised,3
card_acceptance,country_support,3
card_acceptance,card_swallowed,3
topping_up_by_card,receiving_money,3
transaction_charged_twice,lost_or_stolen_phone,3
transaction_charged_twice,card_swallowed,3
topping_up_by_card,transfer_not_received_by_recipient,3
transfer_fee_charged,card_swallowed,3
pending_card_payment,apple_pay_or_google_pay,3
top_up_limits,edit_personal_details,3
supported_cards_and_currencies,receiving_money,3
cancel_transfer,lost_or_stolen_phone,3
receiving_money,edit_personal_details,3
receiving_money,extra_charge_on_statement,3
card_payment_not_recognised,card_not_working,3
card_delivery_estimate,exchange_via_app,3
pin_blocked,change_pin,3
pending_transfer,card_swallowed,3
card_delivery_estimate,lost_or_stolen_phone,3
card_linking,contactless_not_working,3
card_payment_wrong_exchange_rate,exchange_rate,3
order_physical_card,edit_personal_details,3
passcode_forgotten,edit_personal_details,3
passcode_forgotten,lost_or_stolen_phone,3
top_up_failed,why_verify_identity,3
unable_to_verify_identity,card_swallowed,3
unable_to_verify_identity,why_verify_identity,3
beneficiary_not_allowed,extra_charge_on_statement,3
failed_transfer,exchange_via_app,3
failed_transfer,edit_personal_details,3
fiat_currency_support,card_swallowed,3
failed_transfer,country_support,3
extra_charge_on_statement,why_verify_identity,3
get_disposable_virtual_card,order_physical_card,3
transfer_not_received_by_recipient,pending_transfer,3
transfer_not_received_by_recipient,transfer_not_received_by_recipient,3
cash_withdrawal_charge,why_verify_identity,3
extra_charge_on_statement,lost_or_stolen_phone,3
card_payment_wrong_exchange_rate,fiat_currency_support,3
balance_not_updated_after_bank_transfer,edit_personal_details,3
verify_source_of_funds,lost_or_stolen_phone,3
compromised_card,compromised_card,3
compromised_card,lost_or_stolen_phone,3
verify_source_of_funds,card_swallowed,3
cash_withdrawal_not_recognised,pending_cash_withdrawal,3
exchange_charge,lost_or_stolen_phone,3
exchange_rate,card_swallowed,3
exchange_via_app,change_pin,3
age_limit,lost_or_stolen_phone,3
cash_withdrawal_not_recognised,wrong_amount_of_cash_received,3
automatic_top_up,automatic_top_up,3
atm_support,top_up_by_cash_or_cheque,3
wrong_amount_of_cash_received,pending_cash_withdrawal,3
wrong_amount_of_cash_received,wrong_amount_of_cash_received,3
Refund_not_showing_up,Refund_not_showing_up,3
wrong_exchange_rate_for_cash_withdrawal,wrong_amount_of_cash_received,3
visa_or_mastercard,visa_or_mastercard,2
visa_or_mastercard,get_physical_card,2
visa_or_mastercard,lost_or_stolen_phone,2
age_limit,transfer_into_account,2
apple_pay_or_google_pay,apple_pay_or_google_pay,2
wrong_exchange_rate_for_cash_withdrawal,pending_cash_withdrawal,2
wrong_exchange_rate_for_cash_withdrawal,receiving_money,2
declined_card_payment,exchange_via_app,2
virtual_card_not_working,lost_or_stolen_phone,2
virtual_card_not_working,transaction_charged_twice,2
automatic_top_up,country_support,2
balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,2
balance_not_updated_after_bank_transfer,card_swallowed,2
unable_to_verify_identity,country_support,2
unable_to_verify_identity,lost_or_stolen_phone,2
balance_not_updated_after_bank_transfer,pending_transfer,2
balance_not_updated_after_bank_transfer,verify_top_up,2
balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_bank_transfer,2
declined_cash_withdrawal,card_swallowed,2
declined_transfer,card_not_working,2
declined_transfer,country_support,2
transfer_timing,transfer_not_received_by_recipient,2
transfer_fee_charged,transfer_not_received_by_recipient,2
transfer_into_account,country_support,2
transfer_not_received_by_recipient,card_swallowed,2
transfer_not_received_by_recipient,verify_my_identity,2
transfer_not_received_by_recipient,verify_top_up,2
transfer_timing,card_swallowed,2
transfer_timing,edit_personal_details,2
transfer_fee_charged,extra_charge_on_statement,2
cancel_transfer,top_up_reverted,2
card_about_to_expire,get_physical_card,2
transfer_fee_charged,lost_or_stolen_phone,2
transaction_charged_twice,edit_personal_details,2
transaction_charged_twice,verify_top_up,2
transaction_charged_twice,why_verify_identity,2
transfer_fee_charged,edit_personal_details,2
contactless_not_working,card_not_working,2
contactless_not_working,top_up_reverted,2
declined_transfer,declined_transfer,2
declined_transfer,lost_or_stolen_phone,2
declined_transfer,pin_blocked,2
transaction_charged_twice,card_payment_fee_charged,2
top_up_reverted,cancel_transfer,2
top_up_reverted,edit_personal_details,2
top_up_by_card_charge,receiving_money,2
top_up_by_cash_or_cheque,apple_pay_or_google_pay,2
top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,2
top_up_limits,top_up_by_cash_or_cheque,2
top_up_by_card_charge,card_payment_fee_charged,2
card_acceptance,lost_or_stolen_phone,2
card_arrival,lost_or_stolen_phone,2
card_delivery_estimate,card_arrival,2
direct_debit_payment_not_recognised,compromised_card,2
direct_debit_payment_not_recognised,edit_personal_details,2
direct_debit_payment_not_recognised,extra_charge_on_statement,2
direct_debit_payment_not_recognised,top_up_reverted,2
card_delivery_estimate,top_up_by_cash_or_cheque,2
card_linking,card_acceptance,2
reverted_card_payment?,receiving_money,2
reverted_card_payment?,top_up_reverted,2
supported_cards_and_currencies,country_support,2
supported_cards_and_currencies,exchange_rate,2
supported_cards_and_currencies,lost_or_stolen_phone,2
receiving_money,transfer_not_received_by_recipient,2
request_refund,cancel_transfer,2
request_refund,receiving_money,2
reverted_card_payment?,cancel_transfer,2
reverted_card_payment?,country_support,2
disposable_card_limits,edit_personal_details,2
disposable_card_limits,lost_or_stolen_phone,2
disposable_card_limits,receiving_money,2
edit_personal_details,pending_top_up,2
card_not_working,card_swallowed,2
card_not_working,country_support,2
card_not_working,edit_personal_details,2
card_not_working,get_physical_card,2
receiving_money,country_support,2
receiving_money,exchange_via_app,2
receiving_money,lost_or_stolen_phone,2
pending_top_up,pending_transfer,2
pending_transfer,top_up_by_cash_or_cheque,2
pin_blocked,edit_personal_details,2
pin_blocked,passcode_forgotten,2
exchange_charge,card_swallowed,2
change_pin,lost_or_stolen_phone,2
compromised_card,edit_personal_details,2
compromised_card,pending_card_payment,2
card_payment_fee_charged,exchange_via_app,2
card_payment_fee_charged,receiving_money,2
pending_top_up,extra_charge_on_statement,2
pending_cash_withdrawal,country_support,2
pending_cash_withdrawal,why_verify_identity,2
order_physical_card,card_payment_fee_charged,2
order_physical_card,country_support,2
order_physical_card,get_physical_card,2
order_physical_card,getting_spare_card,2
card_payment_not_recognised,compromised_card,2
card_payment_not_recognised,lost_or_stolen_card,2
card_payment_not_recognised,pending_card_payment,2
card_payment_wrong_exchange_rate,card_acceptance,2
card_payment_wrong_exchange_rate,card_swallowed,2
exchange_rate,edit_personal_details,2
exchange_via_app,card_swallowed,2
cash_withdrawal_not_recognised,compromised_card,2
cash_withdrawal_not_recognised,edit_personal_details,2
cash_withdrawal_not_recognised,lost_or_stolen_phone,2
change_pin,activate_my_card,2
getting_virtual_card,contactless_not_working,2
getting_virtual_card,country_support,2
getting_virtual_card,lost_or_stolen_phone,2
lost_or_stolen_card,country_support,2
lost_or_stolen_phone,edit_personal_details,2
card_payment_wrong_exchange_rate,why_verify_identity,2
card_swallowed,edit_personal_details,2
getting_spare_card,getting_spare_card,2
exchange_via_app,lost_or_stolen_phone,2
extra_charge_on_statement,exchange_charge,2
failed_transfer,card_swallowed,2
failed_transfer,failed_transfer,2
get_disposable_virtual_card,get_disposable_virtual_card,2
get_disposable_virtual_card,getting_virtual_card,2
get_disposable_virtual_card,receiving_money,2
get_disposable_virtual_card,verify_my_identity,2
get_physical_card,card_not_working,2
get_physical_card,pin_blocked,2
cash_withdrawal_charge,card_payment_fee_charged,2
cash_withdrawal_charge,pending_card_payment,2
atm_support,edit_personal_details,2
visa_or_mastercard,why_verify_identity,2
why_verify_identity,card_swallowed,2
why_verify_identity,extra_charge_on_statement,2
activate_my_card,lost_or_stolen_phone,2
wrong_amount_of_cash_received,receiving_money,2
wrong_exchange_rate_for_cash_withdrawal,card_swallowed,2
wrong_exchange_rate_for_cash_withdrawal,edit_personal_details,2
visa_or_mastercard,card_not_working,1
wrong_exchange_rate_for_cash_withdrawal,failed_transfer,1
wrong_exchange_rate_for_cash_withdrawal,extra_charge_on_statement,1
wrong_exchange_rate_for_cash_withdrawal,exchange_via_app,1
wrong_exchange_rate_for_cash_withdrawal,apple_pay_or_google_pay,1
wrong_amount_of_cash_received,transfer_not_received_by_recipient,1
age_limit,country_support,1
age_limit,card_swallowed,1
activate_my_card,top_up_by_cash_or_cheque,1
country_support,edit_personal_details,1
country_support,extra_charge_on_statement,1
country_support,get_physical_card,1
country_support,top_up_by_cash_or_cheque,1
declined_card_payment,cancel_transfer,1
declined_card_payment,card_swallowed,1
declined_card_payment,country_support,1
declined_card_payment,edit_personal_details,1
declined_card_payment,pending_card_payment,1
verify_top_up,card_swallowed,1
verify_top_up,country_support,1
verify_top_up,exchange_via_app,1
verify_top_up,receiving_money,1
verify_top_up,top_up_by_card_charge,1
verify_top_up,unable_to_verify_identity,1
virtual_card_not_working,card_not_working,1
getting_spare_card,card_acceptance,1
getting_spare_card,card_arrival,1
getting_spare_card,edit_personal_details,1
fiat_currency_support,receiving_money,1
card_swallowed,pin_blocked,1
card_swallowed,receiving_money,1
cash_withdrawal_charge,apple_pay_or_google_pay,1
cash_withdrawal_charge,card_swallowed,1
cash_withdrawal_charge,exchange_charge,1
cash_withdrawal_charge,extra_charge_on_statement,1
cash_withdrawal_charge,lost_or_stolen_phone,1
cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,1
fiat_currency_support,transfer_into_account,1
get_disposable_virtual_card,activate_my_card,1
get_disposable_virtual_card,card_swallowed,1
get_disposable_virtual_card,contactless_not_working,1
extra_charge_on_statement,Refund_not_showing_up,1
extra_charge_on_statement,apple_pay_or_google_pay,1
extra_charge_on_statement,cancel_transfer,1
extra_charge_on_statement,card_payment_fee_charged,1
extra_charge_on_statement,pending_card_payment,1
extra_charge_on_statement,top_up_by_cash_or_cheque,1
failed_transfer,lost_or_stolen_phone,1
fiat_currency_support,exchange_via_app,1
fiat_currency_support,lost_or_stolen_phone,1
get_disposable_virtual_card,disposable_card_limits,1
get_disposable_virtual_card,pending_transfer,1
get_disposable_virtual_card,top_up_by_cash_or_cheque,1
get_physical_card,card_arrival,1
get_physical_card,edit_personal_details,1
get_physical_card,exchange_via_app,1
get_physical_card,unable_to_verify_identity,1
getting_spare_card,exchange_via_app,1
card_payment_wrong_exchange_rate,extra_charge_on_statement,1
card_payment_wrong_exchange_rate,failed_transfer,1
card_payment_wrong_exchange_rate,lost_or_stolen_phone,1
card_payment_wrong_exchange_rate,pending_top_up,1
card_payment_wrong_exchange_rate,top_up_reverted,1
card_swallowed,apple_pay_or_google_pay,1
card_swallowed,balance_not_updated_after_bank_transfer,1
card_swallowed,contactless_not_working,1
card_swallowed,lost_or_stolen_card,1
getting_spare_card,lost_or_stolen_phone,1
getting_spare_card,order_physical_card,1
getting_spare_card,pin_blocked,1
exchange_via_app,exchange_via_app,1
exchange_via_app,fiat_currency_support,1
exchange_via_app,top_up_by_cash_or_cheque,1
cash_withdrawal_not_recognised,receiving_money,1
cash_withdrawal_not_recognised,top_up_reverted,1
cash_withdrawal_not_recognised,verify_my_identity,1
change_pin,atm_support,1
change_pin,automatic_top_up,1
getting_virtual_card,card_not_working,1
getting_virtual_card,card_swallowed,1
getting_virtual_card,edit_personal_details,1
getting_virtual_card,pending_top_up,1
getting_virtual_card,verify_top_up,1
lost_or_stolen_card,activate_my_card,1
lost_or_stolen_card,card_arrival,1
lost_or_stolen_card,lost_or_stolen_card,1
lost_or_stolen_card,pin_blocked,1
lost_or_stolen_card,verify_top_up,1
lost_or_stolen_phone,declined_cash_withdrawal,1
lost_or_stolen_phone,exchange_via_app,1
card_payment_not_recognised,cash_withdrawal_charge,1
card_payment_not_recognised,lost_or_stolen_phone,1
card_payment_not_recognised,receiving_money,1
card_payment_not_recognised,transaction_charged_twice,1
card_payment_wrong_exchange_rate,change_pin,1
card_payment_wrong_exchange_rate,country_support,1
card_payment_wrong_exchange_rate,exchange_via_app,1
lost_or_stolen_phone,pin_blocked,1
lost_or_stolen_phone,top_up_reverted,1
lost_or_stolen_phone,transfer_into_account,1
exchange_rate,apple_pay_or_google_pay,1
exchange_rate,country_support,1
exchange_rate,top_up_by_cash_or_cheque,1
cash_withdrawal_not_recognised,direct_debit_payment_not_recognised,1
cash_withdrawal_not_recognised,extra_charge_on_statement,1
pending_cash_withdrawal,top_up_by_cash_or_cheque,1
pending_cash_withdrawal,transfer_not_received_by_recipient,1
pending_top_up,card_acceptance,1
card_not_working,verify_top_up,1
order_physical_card,activate_my_card,1
order_physical_card,card_arrival,1
order_physical_card,card_delivery_estimate,1
order_physical_card,card_swallowed,1
order_physical_card,exchange_via_app,1
order_physical_card,lost_or_stolen_phone,1
order_physical_card,transfer_not_received_by_recipient,1
passcode_forgotten,card_swallowed,1
passcode_forgotten,country_support,1
pending_card_payment,card_payment_fee_charged,1
pending_card_payment,edit_personal_details,1
pending_card_payment,lost_or_stolen_phone,1
card_payment_not_recognised,card_acceptance,1
card_payment_not_recognised,card_payment_not_recognised,1
pending_top_up,card_swallowed,1
pending_top_up,edit_personal_details,1
pending_top_up,exchange_via_app,1
pending_top_up,failed_transfer,1
pending_card_payment,receiving_money,1
pending_card_payment,top_up_by_cash_or_cheque,1
pending_card_payment,verify_my_identity,1
pending_cash_withdrawal,balance_not_updated_after_cheque_or_cash_deposit,1
pending_cash_withdrawal,beneficiary_not_allowed,1
pending_cash_withdrawal,card_swallowed,1
pending_cash_withdrawal,declined_cash_withdrawal,1
pending_cash_withdrawal,direct_debit_payment_not_recognised,1
pending_cash_withdrawal,pending_card_payment,1
pending_cash_withdrawal,receiving_money,1
compromised_card,card_not_working,1
compromised_card,card_swallowed,1
compromised_card,cash_withdrawal_charge,1
compromised_card,declined_cash_withdrawal,1
compromised_card,extra_charge_on_statement,1
compromised_card,lost_or_stolen_card,1
compromised_card,terminate_account,1
exchange_charge,exchange_via_app,1
exchange_charge,receiving_money,1
card_payment_fee_charged,card_payment_fee_charged,1
card_payment_fee_charged,card_swallowed,1
card_payment_fee_charged,country_support,1
card_payment_fee_charged,lost_or_stolen_card,1
card_payment_fee_charged,lost_or_stolen_phone,1
card_payment_fee_charged,why_verify_identity,1
card_payment_not_recognised,apple_pay_or_google_pay,1
receiving_money,change_pin,1
pending_top_up,lost_or_stolen_phone,1
pending_top_up,pending_top_up,1
pending_top_up,receiving_money,1
pending_top_up,top_up_by_cash_or_cheque,1
pending_top_up,why_verify_identity,1
pending_transfer,edit_personal_details,1
pending_transfer,lost_or_stolen_phone,1
pending_transfer,transfer_timing,1
pending_transfer,why_verify_identity,1
pin_blocked,age_limit,1
pin_blocked,compromised_card,1
pin_blocked,lost_or_stolen_phone,1
exchange_charge,edit_personal_details,1
exchange_charge,exchange_charge,1
change_pin,top_up_by_cash_or_cheque,1
disposable_card_limits,pending_top_up,1
disposable_card_limits,topping_up_by_card,1
disposable_card_limits,verify_my_identity,1
edit_personal_details,activate_my_card,1
edit_personal_details,balance_not_updated_after_bank_transfer,1
edit_personal_details,change_pin,1
edit_personal_details,lost_or_stolen_phone,1
edit_personal_details,transfer_into_account,1
pin_blocked,verify_my_identity,1
receiving_money,balance_not_updated_after_cheque_or_cash_deposit,1
card_linking,country_support,1
card_linking,direct_debit_payment_not_recognised,1
card_linking,lost_or_stolen_phone,1
card_not_working,reverted_card_payment?,1
card_not_working,terminate_account,1
card_not_working,top_up_reverted,1
supported_cards_and_currencies,verify_my_identity,1
receiving_money,pin_blocked,1
receiving_money,top_up_by_cash_or_cheque,1
request_refund,Refund_not_showing_up,1
request_refund,apple_pay_or_google_pay,1
request_refund,card_swallowed,1
request_refund,country_support,1
reverted_card_payment?,card_acceptance,1
reverted_card_payment?,card_swallowed,1
reverted_card_payment?,declined_card_payment,1
reverted_card_payment?,edit_personal_details,1
reverted_card_payment?,extra_charge_on_statement,1
disposable_card_limits,age_limit,1
disposable_card_limits,card_swallowed,1
disposable_card_limits,disposable_card_limits,1
disposable_card_limits,extra_charge_on_statement,1
card_linking,activate_my_card,1
card_linking,card_not_working,1
card_linking,card_swallowed,1
top_up_by_bank_transfer_charge,extra_charge_on_statement,1
top_up_by_bank_transfer_charge,top_up_by_cash_or_cheque,1
top_up_by_bank_transfer_charge,transfer_into_account,1
reverted_card_payment?,reverted_card_payment?,1
reverted_card_payment?,unable_to_verify_identity,1
supported_cards_and_currencies,apple_pay_or_google_pay,1
supported_cards_and_currencies,card_acceptance,1
supported_cards_and_currencies,card_swallowed,1
supported_cards_and_currencies,exchange_via_app,1
supported_cards_and_currencies,fiat_currency_support,1
supported_cards_and_currencies,get_physical_card,1
supported_cards_and_currencies,supported_cards_and_currencies,1
supported_cards_and_currencies,transfer_not_received_by_recipient,1
direct_debit_payment_not_recognised,cancel_transfer,1
direct_debit_payment_not_recognised,card_acceptance,1
direct_debit_payment_not_recognised,exchange_via_app,1
direct_debit_payment_not_recognised,lost_or_stolen_card,1
direct_debit_payment_not_recognised,lost_or_stolen_phone,1
direct_debit_payment_not_recognised,pin_blocked,1
direct_debit_payment_not_recognised,receiving_money,1
direct_debit_payment_not_recognised,verify_my_identity,1
terminate_account,country_support,1
terminate_account,declined_card_payment,1
card_delivery_estimate,card_swallowed,1
card_delivery_estimate,country_support,1
card_delivery_estimate,get_physical_card,1
card_delivery_estimate,pending_card_payment,1
card_delivery_estimate,transfer_not_received_by_recipient,1
card_delivery_estimate,verify_top_up,1
top_up_by_bank_transfer_charge,transfer_not_received_by_recipient,1
top_up_by_card_charge,card_swallowed,1
top_up_by_card_charge,contactless_not_working,1
top_up_by_card_charge,exchange_charge,1
top_up_by_card_charge,exchange_via_app,1
top_up_by_card_charge,fiat_currency_support,1
top_up_by_card_charge,lost_or_stolen_phone,1
card_acceptance,get_physical_card,1
card_acceptance,top_up_by_cash_or_cheque,1
card_acceptance,visa_or_mastercard,1
card_acceptance,why_verify_identity,1
card_arrival,pending_top_up,1
declined_transfer,transfer_not_received_by_recipient,1
declined_transfer,verify_my_identity,1
declined_transfer,why_verify_identity,1
direct_debit_payment_not_recognised,beneficiary_not_allowed,1
topping_up_by_card,balance_not_updated_after_bank_transfer,1
topping_up_by_card,card_payment_not_recognised,1
topping_up_by_card,exchange_via_app,1
topping_up_by_card,failed_transfer,1
card_delivery_estimate,card_delivery_estimate,1
top_up_by_card_charge,top_up_by_cash_or_cheque,1
top_up_by_cash_or_cheque,atm_support,1
top_up_by_cash_or_cheque,pending_card_payment,1
top_up_by_cash_or_cheque,transfer_not_received_by_recipient,1
top_up_failed,card_swallowed,1
top_up_failed,country_support,1
top_up_failed,top_up_by_cash_or_cheque,1
top_up_failed,verify_my_identity,1
top_up_failed,verify_top_up,1
top_up_limits,country_support,1
top_up_limits,verify_my_identity,1
card_acceptance,exchange_rate,1
card_acceptance,exchange_via_app,1
topping_up_by_card,pending_transfer,1
topping_up_by_card,unable_to_verify_identity,1
transaction_charged_twice,Refund_not_showing_up,1
transaction_charged_twice,compromised_card,1
top_up_reverted,age_limit,1
top_up_reverted,card_swallowed,1
top_up_reverted,exchange_charge,1
top_up_reverted,exchange_rate,1
top_up_reverted,exchange_via_app,1
top_up_reverted,extra_charge_on_statement,1
top_up_reverted,failed_transfer,1
top_up_reverted,lost_or_stolen_phone,1
top_up_reverted,why_verify_identity,1
topping_up_by_card,activate_my_card,1
contactless_not_working,pending_card_payment,1
contactless_not_working,pin_blocked,1
contactless_not_working,receiving_money,1
contactless_not_working,unable_to_verify_identity,1
contactless_not_working,why_verify_identity,1
declined_transfer,failed_transfer,1
declined_transfer,lost_or_stolen_card,1
card_about_to_expire,pending_top_up,1
card_about_to_expire,transfer_fee_charged,1
card_about_to_expire,transfer_not_received_by_recipient,1
card_acceptance,activate_my_card,1
card_acceptance,atm_support,1
card_acceptance,card_acceptance,1
card_acceptance,cash_withdrawal_not_recognised,1
card_acceptance,contactless_not_working,1
